"","gene","term","estimate","statistic","p.value","lod","fdr"
"210","207718_x_at","pheno$hasCancer",-1.38761928084892,-12.8796166199709,1.06585030417279e-18,32.2746107093315,5.64141147930696e-17
"211","58900_at","pheno$hasCancer",-1.06479340252406,-12.8760469672742,1.07874738928835e-18,32.2626767312794,5.64642727154063e-17
"212","217708_x_at","pheno$hasCancer",-1.78824959170002,-12.8758927929263,1.07930796015775e-18,32.2621612614316,5.64642727154063e-17
"213","216919_at","pheno$hasCancer",-1.06063488876176,-12.8630432907373,1.12707887643097e-18,32.2191889479208,5.82707624211397e-17
"214","214616_at","pheno$hasCancer",-1.2379035903711,-12.8553005075664,1.15689126373963e-18,32.1932844194754,5.91261652062159e-17
"215","206837_at","pheno$hasCancer",-1.26555529962295,-12.8537800238079,1.16283868638449e-18,32.1881965074362,5.92941291732394e-17
"216","216445_at","pheno$hasCancer",-1.16288811435753,-12.8509016255379,1.1741824466504e-18,32.1785638458072,5.95997891997968e-17
"217","209816_at","pheno$hasCancer",-1.01380070902043,-12.8200643932783,1.30296631156136e-18,32.0752974686573,6.52449400461165e-17
"218","204421_s_at","pheno$hasCancer",-1.07985420192192,-12.8181886876247,1.31124573443569e-18,32.0690121459533,6.55123065032071e-17
"219","214178_s_at","pheno$hasCancer",-1.18985469696893,-12.8172688361002,1.31532541031871e-18,32.0659296360101,6.55691188325096e-17
"220","207780_at","pheno$hasCancer",-1.02800274453634,-12.8110145025086,1.34340675122577e-18,32.0449678143932,6.66061001399319e-17
"221","220379_at","pheno$hasCancer",-1.14989541260696,-12.8106427838305,1.34509469384595e-18,32.0437218119285,6.66061001399319e-17
"222","219897_at","pheno$hasCancer",-1.07625806952181,-12.8072697236688,1.36050984205724e-18,32.0324144692643,6.72200461431516e-17
"223","210436_at","pheno$hasCancer",-1.10491371157385,-12.7977839497306,1.4048251210639e-18,32.0006077468218,6.91031306239888e-17
"224","206147_x_at","pheno$hasCancer",-1.14990116003278,-12.7932101224214,1.42671178300101e-18,31.9852670249262,6.98712498035418e-17
"225","208507_at","pheno$hasCancer",-1.06357970092792,-12.7871820272555,1.45608508545064e-18,31.9650444475201,7.08426723997742e-17
"226","203864_s_at","pheno$hasCancer",-1.22438318225249,-12.7837783887003,1.47293947877585e-18,31.9536240763559,7.14822676721792e-17
"227","217045_x_at","pheno$hasCancer",-1.04892500418126,-12.783235286585,1.47564704614291e-18,31.9518016419447,7.14822676721792e-17
"228","207466_at","pheno$hasCancer",-1.006468475575,-12.7619932192044,1.58559083063078e-18,31.8804912617301,7.63104114016104e-17
"229","216774_at","pheno$hasCancer",-1.21645550203692,-12.7611561651835,1.59008899720908e-18,31.8776800249933,7.63619679414008e-17
"230","221097_s_at","pheno$hasCancer",-1.06957007600144,-12.757321656988,1.61086043242834e-18,31.8648006924195,7.68625332244129e-17
"231","206786_at","pheno$hasCancer",-1.31510274998781,-12.7393433370691,1.71196873456717e-18,31.8043893686063,8.08216087126275e-17
"232","207936_x_at","pheno$hasCancer",-1.26816541426113,-12.7333600803318,1.74702238728467e-18,31.7842748051692,8.19555786439248e-17
"233","206404_at","pheno$hasCancer",-1.45782433531638,-12.726537691813,1.7878788570854e-18,31.7613334936816,8.33458254653428e-17
"234","220915_s_at","pheno$hasCancer",-1.1376529045293,-12.7245243886472,1.80011934840386e-18,31.754562287562,8.35953899670878e-17
"235","220138_at","pheno$hasCancer",-1.15516659774392,-12.7165018102559,1.84974261406719e-18,31.7275751970834,8.54854333231043e-17
"236","220574_at","pheno$hasCancer",-1.20623616894206,-12.7098866793741,1.89169931298407e-18,31.7053162395976,8.70924293207108e-17
"237","207010_at","pheno$hasCancer",-1.13985810423127,-12.7082655441058,1.90212741890146e-18,31.6998604760113,8.7205436853748e-17
"238","216005_at","pheno$hasCancer",-1.89886697412615,-12.7076821246713,1.90589452711822e-18,31.697896953474,8.7205436853748e-17
"239","210272_at","pheno$hasCancer",-1.52186147161639,-12.7069164647867,1.91084980154914e-18,31.6953200251386,8.72530043604908e-17
"240","205949_at","pheno$hasCancer",-1.07362766196655,-12.6921816497677,2.0087913505391e-18,31.6457130612768,9.09794667968755e-17
"241","220300_at","pheno$hasCancer",-1.0220284525891,-12.6892046993056,2.02918729523821e-18,31.6356872441604,9.1716796145625e-17
"242","201205_at","pheno$hasCancer",-1.19765298523866,-12.6866507559023,2.04685191212349e-18,31.6270851076398,9.21414164805004e-17
"243","206189_at","pheno$hasCancer",-1.15669215508431,-12.6659311762824,2.19603220552059e-18,31.5572661701249,9.80645002717739e-17
"244","208106_x_at","pheno$hasCancer",-1.37565554196709,-12.6614060509139,2.23004928584496e-18,31.5420103092689,9.93038922653504e-17
"245","211410_x_at","pheno$hasCancer",-1.22456383789386,-12.6610563997651,2.23269981712249e-18,31.5408313947085,9.93038922653504e-17
"246","219103_at","pheno$hasCancer",-1.00920111793025,-12.630682624417,2.47553924382575e-18,31.4383591835685,1.08577840061708e-16
"247","210686_x_at","pheno$hasCancer",-1.96361530052046,-12.6301305326913,2.48019210121659e-18,31.4364954662543,1.08577840061708e-16
"248","213217_at","pheno$hasCancer",-1.06965288904406,-12.5993756922485,2.75385245566504e-18,31.3326119309571,1.18463502450934e-16
"249","211454_x_at","pheno$hasCancer",-2.12798748044186,-12.5905259477451,2.83811679867201e-18,31.3026962980008,1.2138532941422e-16
"250","205637_s_at","pheno$hasCancer",-1.3014690136426,-12.5888370658852,2.85449162693191e-18,31.2969860416632,1.21851794871502e-16
"251","217570_x_at","pheno$hasCancer",-1.00326338642242,-12.5870958454486,2.87147393138319e-18,31.2910984320126,1.22342358724688e-16
"252","220866_at","pheno$hasCancer",-1.08207461154046,-12.5838602635656,2.90330265856109e-18,31.2801568630468,1.23462391489917e-16
"253","210227_at","pheno$hasCancer",-1.13715183018913,-12.5767809591969,2.97419219943529e-18,31.2562124207,1.25756973017109e-16
"254","216149_at","pheno$hasCancer",-1.5223950870768,-12.5727914518539,3.01491007593243e-18,31.2427157493542,1.26996675277887e-16
"255","215688_at","pheno$hasCancer",-1.02512840844205,-12.5713781667395,3.02946921181487e-18,31.2379340452326,1.27369174428058e-16
"256","207834_at","pheno$hasCancer",-1.21309485605969,-12.5687575508948,3.05665419827224e-18,31.2290667686932,1.28028995300941e-16
"257","208314_at","pheno$hasCancer",-1.1918633188856,-12.5472255796499,3.28956456048144e-18,31.1561757505029,1.36174811772529e-16
"258","216317_x_at","pheno$hasCancer",-1.00027512437607,-12.5468385575751,3.29391121237684e-18,31.1548650291264,1.36174811772529e-16
"259","221329_at","pheno$hasCancer",-1.09708748295906,-12.546088801233,3.30234826701009e-18,31.1523257855957,1.36270789692196e-16
"260","207459_x_at","pheno$hasCancer",-1.0115189151662,-12.5390118078718,3.38307053560138e-18,31.1283540867451,1.38575295486775e-16
"261","207478_at","pheno$hasCancer",-1.48065598331754,-12.5112510726861,3.71945813514184e-18,31.0342575232101,1.5014616961117e-16
"262","221324_at","pheno$hasCancer",-1.1323031695537,-12.5048049319692,3.80229062930695e-18,31.0123935149653,1.52112104295955e-16
"263","207299_s_at","pheno$hasCancer",-1.01202536999966,-12.5030234905892,3.82550923598447e-18,31.0063502648349,1.52766706640577e-16
"264","214205_x_at","pheno$hasCancer",-1.20285996641749,-12.4956702752786,3.92287507092098e-18,30.9814012765108,1.55539902500591e-16
"265","208237_x_at","pheno$hasCancer",-1.12401329666398,-12.4921883626742,3.96985030061552e-18,30.9695848982694,1.56844280582652e-16
"266","209847_at","pheno$hasCancer",-1.16657607964399,-12.4804062583511,4.13306480458774e-18,30.9295888273425,1.61947713028236e-16
"267","221630_s_at","pheno$hasCancer",-1.09659639384829,-12.4802438786507,4.1353609798082e-18,30.9290374787289,1.61947713028236e-16
"268","204595_s_at","pheno$hasCancer",-1.981880100099,-12.4719568832167,4.25427422922094e-18,30.9008949948912,1.65441522948918e-16
"269","202485_s_at","pheno$hasCancer",-1.26579945672997,-12.4684829352072,4.30514605096233e-18,30.8890948558156,1.66846925343497e-16
"270","205929_at","pheno$hasCancer",-1.27445816924878,-12.4677106032492,4.31653923622993e-18,30.8864712211149,1.66988617709916e-16
"271","206176_at","pheno$hasCancer",-1.19825509446023,-12.4457293905677,4.65389996947507e-18,30.8117676416067,1.78490280584876e-16
"272","206780_at","pheno$hasCancer",-1.13222391578235,-12.4357428209192,4.81585948223446e-18,30.7778071944567,1.84068262165747e-16
"273","211254_x_at","pheno$hasCancer",-1.10883592502776,-12.4129686862459,5.20684958411351e-18,30.7003123888082,1.95656373158181e-16
"274","205551_at","pheno$hasCancer",-1.1568553226742,-12.4038150265196,5.37290482824306e-18,30.6691456109433,2.00950491359475e-16
"275","221104_s_at","pheno$hasCancer",-1.29910094996801,-12.3996655252565,5.44993403016464e-18,30.6550135996801,2.02525191487991e-16
"276","211494_s_at","pheno$hasCancer",-1.80941216937226,-12.3664289182688,6.10861863532218e-18,30.5417380343057,2.2461773770773e-16
"277","217033_x_at","pheno$hasCancer",-1.27096498903183,-12.3619022083305,6.20435352906776e-18,30.5262991287251,2.27387515934567e-16
"278","214628_at","pheno$hasCancer",-1.12844303202175,-12.3569347967045,6.31115525280483e-18,30.509354075217,2.30543397538115e-16
"279","216785_at","pheno$hasCancer",-1.17969408118743,-12.3505255907211,6.45170717371754e-18,30.4874859477058,2.33382128168747e-16
"280","215556_at","pheno$hasCancer",-1.04708357334034,-12.3436687119909,6.60558233636928e-18,30.4640844273871,2.38561087846542e-16
"281","208359_s_at","pheno$hasCancer",-1.04527399639663,-12.3412993127169,6.65961209942733e-18,30.4559965884291,2.39735276916865e-16
"282","208259_x_at","pheno$hasCancer",-1.25972207361707,-12.3306343739572,6.9083914884395e-18,30.4195832212944,2.45848537852656e-16
"283","207660_at","pheno$hasCancer",-1.51903909081766,-12.3304301988836,6.9132448046688e-18,30.4188859602304,2.45848537852656e-16
"284","215849_x_at","pheno$hasCancer",-1.19504854560124,-12.3093850440637,7.43244092972624e-18,30.3469872509573,2.61225680184684e-16
"285","206078_at","pheno$hasCancer",-1.02975674174005,-12.2929472541225,7.86525687263299e-18,30.2907889669337,2.74274677453648e-16
"286","221331_x_at","pheno$hasCancer",-1.10624472974523,-12.2840083260847,8.11122922322537e-18,30.2602133538275,2.80944736792535e-16
"287","211397_x_at","pheno$hasCancer",-1.04776495897687,-12.2831431238149,8.13544590256729e-18,30.2572533756561,2.81016574069843e-16
"288","48030_i_at","pheno$hasCancer",-1.14813831418813,-12.276345771309,8.32826140973376e-18,30.233995286311,2.86386804001694e-16
"289","213830_at","pheno$hasCancer",-1.0115630641756,-12.2755921651903,8.34992088773406e-18,30.2314163471079,2.86689194362678e-16
"290","216688_at","pheno$hasCancer",-1.05873464888984,-12.2668072294609,8.60665004734439e-18,30.201347682928,2.935398296801e-16
"291","216330_s_at","pheno$hasCancer",-1.03527172480789,-12.2621851964926,8.74491175496322e-18,30.1855235695858,2.97047055847325e-16
"292","207395_at","pheno$hasCancer",-1.06410421056303,-12.2572121376398,8.89618253516775e-18,30.1684945670472,3.01266923147634e-16
"293","207404_s_at","pheno$hasCancer",-1.17821205179315,-12.236972797324,9.53961172609819e-18,30.0991567582165,3.19295692677484e-16
"294","216275_at","pheno$hasCancer",-1.23661399268685,-12.2349497993546,9.60645702857035e-18,30.092223252673,3.20930557672613e-16
"295","220347_at","pheno$hasCancer",-1.32230922178188,-12.2336962892395,9.64811373022471e-18,30.0879267777577,3.21839697979936e-16
"296","211364_at","pheno$hasCancer",-1.15135844218844,-12.2311431584424,9.7335249935028e-18,30.0791751489958,3.24203493916626e-16
"297","216287_at","pheno$hasCancer",-1.25545070419314,-12.2209436407434,1.00824293380871e-17,30.0442047514687,3.34325554971125e-16
"298","213835_x_at","pheno$hasCancer",-1.08509675605303,-12.2100541551483,1.04689046860533e-17,30.0068537698252,3.44068736164197e-16
"299","37793_r_at","pheno$hasCancer",-2.01805892863254,-12.2062181966835,1.0608583306333e-17,29.993692742818,3.48145893689275e-16
"300","206520_x_at","pheno$hasCancer",-1.14004123592923,-12.1908593865206,1.11869732664136e-17,29.940978086671,3.65512207178145e-16
"301","207510_at","pheno$hasCancer",-1.13416746887483,-12.1775500677738,1.17139092715408e-17,29.8952729193636,3.79943290098609e-16
"302","206895_at","pheno$hasCancer",-1.03389043711953,-12.1743653102153,1.18436753179682e-17,29.8843328181242,3.83037180131039e-16
"303","215837_x_at","pheno$hasCancer",-1.20392268147049,-12.161367147931,1.23885410534217e-17,29.8396685969636,3.99415386181891e-16
"304","205482_x_at","pheno$hasCancer",-1.41250419378955,-12.1578784077996,1.25390502086336e-17,29.8276768708303,4.0314193437443e-16
"305","216292_at","pheno$hasCancer",-1.22395675525923,-12.1479179874834,1.29790057703782e-17,29.7934315666579,4.1256945161389e-16
"306","207554_x_at","pheno$hasCancer",-1.12810457408822,-12.1458929869198,1.30703418652273e-17,29.7864677592848,4.14290793432234e-16
"307","220701_at","pheno$hasCancer",-1.45744359714814,-12.1370010430454,1.34791579829403e-17,29.7558828107726,4.25433537300084e-16
"308","207187_at","pheno$hasCancer",-1.02418627079421,-12.1297644940598,1.38213878741777e-17,29.7309842283059,4.3489390938947e-16
"309","208227_x_at","pheno$hasCancer",-1.01794388004542,-12.1294294286945,1.38374447676316e-17,29.7298312141684,4.3489390938947e-16
"310","215430_at","pheno$hasCancer",-1.20562728094419,-12.127242473019,1.39427114338147e-17,29.7223051881646,4.36689216163846e-16
"311","215787_at","pheno$hasCancer",-1.35463862047202,-12.1164609622881,1.44736186766451e-17,29.6851934365899,4.52336107954675e-16
"312","209839_at","pheno$hasCancer",-1.03069376762495,-12.1142685791759,1.4584051973295e-17,29.677645045739,4.55149061794022e-16
"313","207894_s_at","pheno$hasCancer",-1.022777832768,-12.1108821801178,1.47563053850807e-17,29.6659844249568,4.59356562207172e-16
"314","219463_at","pheno$hasCancer",-1.15722690874522,-12.1025829474155,1.51872018237685e-17,29.6374008216708,4.71218764707607e-16
"315","217483_at","pheno$hasCancer",-1.15851879722951,-12.1003976412352,1.53027632306665e-17,29.6298728673269,4.72942403701722e-16
"316","216871_at","pheno$hasCancer",-1.07447059871231,-12.094731542059,1.56065491553166e-17,29.6103513770241,4.79669979072992e-16
"317","206939_at","pheno$hasCancer",-1.00808358282726,-12.0907248375094,1.58250392076181e-17,29.5965445119517,4.85715356285613e-16
"318","216487_at","pheno$hasCancer",-1.00819513371373,-12.0898120251023,1.58752466927896e-17,29.5933987239921,4.86552932757499e-16
"319","214275_at","pheno$hasCancer",-1.00187911438262,-12.0894355919816,1.58959985211802e-17,29.5921014065409,4.86552932757499e-16
"320","207035_at","pheno$hasCancer",-1.24766869827698,-12.0845292317211,1.61689946168412e-17,29.575190730512,4.9287784821761e-16
"321","221627_at","pheno$hasCancer",-1.16885544527134,-12.078177888413,1.65294410667606e-17,29.5532950246679,5.018059063905e-16
"322","221033_s_at","pheno$hasCancer",-1.11023170715729,-12.0723798426577,1.68655738537338e-17,29.5333022046322,5.09926163070217e-16
"323","213108_at","pheno$hasCancer",-1.17484839544427,-12.0535456367321,1.80058767098446e-17,29.468328082913,5.39280847749284e-16
"324","38447_at","pheno$hasCancer",-1.2042053275165,-12.0508695728867,1.81741014981357e-17,29.4590924920306,5.43588595547595e-16
"325","219308_s_at","pheno$hasCancer",-1.00609200571217,-12.04911304025,1.828538451821e-17,29.4530298698385,5.46183945334147e-16
"326","215999_at","pheno$hasCancer",-1.12888919688305,-12.0412765381215,1.87903063744855e-17,29.4259775465908,5.56048335913226e-16
"327","215745_at","pheno$hasCancer",-1.15058520369754,-12.0387971786834,1.89529727067789e-17,29.417416917398,5.59376279238614e-16
"328","215284_at","pheno$hasCancer",-1.04248626451215,-12.0327441329995,1.9356105795612e-17,29.3965138751565,5.68608731598925e-16
"329","214944_at","pheno$hasCancer",-1.12791904923358,-12.0325695587822,1.93678601303049e-17,29.395910946041,5.68608731598925e-16
"330","71933_at","pheno$hasCancer",-1.24684215985889,-12.0307233069646,1.94926133214022e-17,29.3895342824314,5.71518292948429e-16
"331","220452_x_at","pheno$hasCancer",-1.19586746894728,-12.0275395924671,1.97096508214178e-17,29.3785371983069,5.767728360912e-16
"332","210718_s_at","pheno$hasCancer",-1.28873070633323,-12.0114126391945,2.08471439613833e-17,29.3228118809335,5.97859599602966e-16
"333","216196_at","pheno$hasCancer",-1.02285373129504,-12.0083020123495,2.10740658351142e-17,29.3120595101288,6.02815672662194e-16
"334","220790_s_at","pheno$hasCancer",-1.07151794105138,-11.9932013433553,2.22116500843835e-17,29.2598439246354,6.31983695364951e-16
"335","214884_at","pheno$hasCancer",-1.00336393619586,-11.9814233325165,2.31418513136023e-17,29.2190971112893,6.55656879525137e-16
"336","214928_at","pheno$hasCancer",-1.12427467954324,-11.9706992240465,2.40230258817539e-17,29.1819807834119,6.7249382628533e-16
"337","209842_at","pheno$hasCancer",-1.02674553598858,-11.9652907808139,2.44802087014945e-17,29.163256442525,6.82719011884109e-16
"338","207973_x_at","pheno$hasCancer",-1.23618826204995,-11.9321551063383,2.74796769760946e-17,29.0484565725872,7.55962521059649e-16
"339","216341_s_at","pheno$hasCancer",-1.03206608434125,-11.9301234962754,2.76752291929461e-17,29.0414133791074,7.58532757818474e-16
"340","210325_at","pheno$hasCancer",-1.38705899714993,-11.9272503150068,2.79541895717798e-17,29.0314517167267,7.65237354088415e-16
"341","208257_x_at","pheno$hasCancer",-1.11841511636704,-11.919485027043,2.87224299457543e-17,29.0045232226713,7.83380546488669e-16
"342","207316_at","pheno$hasCancer",-1.01685307608467,-11.9061454671466,3.00922924986512e-17,28.9582461452745,8.12169094152456e-16
"343","210604_at","pheno$hasCancer",-1.10055289135372,-11.8974621832216,3.10192824040359e-17,28.9281101467562,8.32774300974857e-16
"344","51774_s_at","pheno$hasCancer",-1.00824532517135,-11.8935714775591,3.14439465377697e-17,28.9146040131956,8.41135006844085e-16
"345","206232_s_at","pheno$hasCancer",-1.06524875903926,-11.8897805147665,3.18633739355565e-17,28.9014422549658,8.49296126083739e-16
"346","208182_x_at","pheno$hasCancer",-1.48277003960212,-11.8883369264279,3.20245728468384e-17,28.8964298078683,8.52572947127956e-16
"347","208439_s_at","pheno$hasCancer",-1.13871623280472,-11.8838119665685,3.25352133553729e-17,28.8807164463719,8.64102692726786e-16
"348","207322_at","pheno$hasCancer",-1.16387493914289,-11.8799229078114,3.2980662155631e-17,28.8672092121704,8.73714863738815e-16
"349","214222_at","pheno$hasCancer",-1.01597977065672,-11.8796273943083,3.30147608162313e-17,28.8661827738806,8.73714863738815e-16
"350","209915_s_at","pheno$hasCancer",-1.215648003837,-11.8785132612731,3.31436388039839e-17,28.8623128370205,8.76085057496053e-16
"351","208520_at","pheno$hasCancer",-1.27881273403867,-11.8759592470356,3.34409973600666e-17,28.8534408769625,8.81852951685639e-16
"352","216152_at","pheno$hasCancer",-1.02233828115895,-11.8726911742278,3.38254270395007e-17,28.8420872479393,8.89936758620488e-16
"353","207314_x_at","pheno$hasCancer",-1.06811107996191,-11.8679076268507,3.43961910297426e-17,28.8254662292675,8.97359592228259e-16
"354","215060_at","pheno$hasCancer",-1.20973104573288,-11.8671139220586,3.44918312779983e-17,28.8227081211712,8.97875556504248e-16
"355","206225_at","pheno$hasCancer",-1.36777945522327,-11.8664086771126,3.45770376533229e-17,28.8202573414338,8.99043325588091e-16
"356","206639_x_at","pheno$hasCancer",-1.00772341129203,-11.8657896849203,3.46519983531446e-17,28.8181062439812,8.99341185323942e-16
"357","202707_at","pheno$hasCancer",-1.08657341320736,-11.8586769777089,3.55252301990017e-17,28.7933849147551,9.20475237819017e-16
"358","206762_at","pheno$hasCancer",-1.17922865482542,-11.8515612576927,3.64210838461469e-17,28.7686466215208,9.3823238305629e-16
"359","206105_at","pheno$hasCancer",-1.12032927118039,-11.8347532094109,3.8628893336057e-17,28.7101865047857,9.7936466392335e-16
"360","216277_at","pheno$hasCancer",-1.25874377834999,-11.8278499707924,3.95743920452875e-17,28.6861658463283,9.99814260708777e-16
"361","208312_s_at","pheno$hasCancer",-1.00950124593722,-11.8142535562384,4.1505559246657e-17,28.6388376231382,1.04504901321272e-15
"362","204755_x_at","pheno$hasCancer",-1.14885957916957,-11.8104442752477,4.20634920202942e-17,28.6255735236955,1.05670889818288e-15
"363","216761_at","pheno$hasCancer",-1.08183946128675,-11.8045453756245,4.29424749259418e-17,28.6050296081419,1.07274346275197e-15
"364","207333_at","pheno$hasCancer",-1.42690191978615,-11.7916594498742,4.49276777132725e-17,28.5601367128128,1.11607964602547e-15
"365","219964_at","pheno$hasCancer",-1.03819950781216,-11.789823633773,4.52179520949288e-17,28.5537392397028,1.12079157567441e-15
"366","208521_at","pheno$hasCancer",-1.17437573783521,-11.7833698947386,4.62535218679482e-17,28.5312457567218,1.142646593995e-15
"367","216126_at","pheno$hasCancer",-1.05041934524459,-11.7807216318163,4.66853660508573e-17,28.5220141165735,1.15076328729121e-15
"368","220446_s_at","pheno$hasCancer",-1.04203893407682,-11.7789098788797,4.69831473644688e-17,28.515697969487,1.15682372676515e-15
"369","220997_s_at","pheno$hasCancer",-1.10890010265211,-11.7738400635506,4.78266642027726e-17,28.4980213117896,1.16976416107395e-15
"370","215819_s_at","pheno$hasCancer",-1.05700131368927,-11.7733310522447,4.79121942484944e-17,28.4962463875687,1.16976416107395e-15
"371","215975_x_at","pheno$hasCancer",-1.06382718064131,-11.7700888153048,4.84606315003194e-17,28.4849399193123,1.17758806076512e-15
"372","210989_at","pheno$hasCancer",-1.09756054893739,-11.7661637560605,4.91330645900009e-17,28.4712504876534,1.18874275598153e-15
"373","206713_at","pheno$hasCancer",-1.05763178586472,-11.7504446621724,5.19218502568655e-17,28.4164072873405,1.24005850940379e-15
"374","213332_at","pheno$hasCancer",-1.14675966229463,-11.7454521081201,5.28406452775508e-17,28.3989818981346,1.25260436034007e-15
"375","214767_s_at","pheno$hasCancer",-1.18306340426764,-11.7438556849955,5.31378919752741e-17,28.3934092708379,1.25831205832628e-15
"376","206945_at","pheno$hasCancer",-1.15473423838816,-11.7432669171785,5.32479437128205e-17,28.3913539795365,1.25957954326197e-15
"377","205144_at","pheno$hasCancer",-1.00805389643236,-11.7278660502277,5.62099032528308e-17,28.3375763984796,1.32262436555737e-15
"378","206006_s_at","pheno$hasCancer",-1.22015332980801,-11.7055603241875,6.07975742053805e-17,28.2596344854016,1.41562418601723e-15
"379","205103_at","pheno$hasCancer",-1.06584379305351,-11.6993551728379,6.21397964872195e-17,28.2379408398109,1.44235529700491e-15
"380","207778_at","pheno$hasCancer",-1.03822105147259,-11.6879152782286,6.46933069267828e-17,28.1979333262086,1.48890772728266e-15
"381","214925_s_at","pheno$hasCancer",-1.48012197070729,-11.6739400816641,6.79570541022728e-17,28.149036798817,1.54324568622527e-15
"382","208376_at","pheno$hasCancer",-1.00643910648028,-11.6719144150273,6.84437348852097e-17,28.1419473214693,1.55150736973258e-15
"383","215423_at","pheno$hasCancer",-1.12180699815598,-11.6621172270106,7.08477386054013e-17,28.1076515300003,1.59787465520664e-15
"384","204722_at","pheno$hasCancer",-1.307447218158,-11.658813989453,7.1677359033544e-17,28.096085552314,1.61216747831438e-15
"385","207593_at","pheno$hasCancer",-1.07451556778462,-11.6541153451696,7.28743772032571e-17,28.0796313025819,1.6353068954886e-15
"386","36030_at","pheno$hasCancer",-1.02113565017803,-11.6506314338367,7.37749513514183e-17,28.0674291350526,1.65385034302179e-15
"387","216003_at","pheno$hasCancer",-1.13917596184242,-11.6474739633295,7.46008499972596e-17,28.0563689747298,1.66733273870505e-15
"388","217374_x_at","pheno$hasCancer",-1.02717591310919,-11.6414398113572,7.62052711486868e-17,28.0352287002861,1.6913167898468e-15
"389","209959_at","pheno$hasCancer",-2.10256978011641,-11.6283885036701,7.97957385052494e-17,27.9894884710049,1.7622283856417e-15
"390","216273_at","pheno$hasCancer",-1.05248661332616,-11.6278224069414,7.99552841667323e-17,27.9875040132555,1.76400356147257e-15
"391","216738_at","pheno$hasCancer",-1.13489432038471,-11.6235770850701,8.1162076755744e-17,27.9726207012235,1.78708948255755e-15
"392","207868_at","pheno$hasCancer",-1.07528896524979,-11.6226166465287,8.14376370864738e-17,27.9692532649846,1.78962018461331e-15
"393","210741_at","pheno$hasCancer",-1.04497090089134,-11.6109528360619,8.48605130214405e-17,27.9283489390169,1.84482615771391e-15
"394","207960_at","pheno$hasCancer",-1.02286136944278,-11.600570971034,8.8029276036556e-17,27.8919258405052,1.90442364846852e-15
"395","220461_at","pheno$hasCancer",-1.25426674336933,-11.5978032987608,8.88940262432542e-17,27.8822136070611,1.9194046383512e-15
"396","207197_at","pheno$hasCancer",-1.08930307841591,-11.5688036116918,9.84875437993332e-17,27.7803905495712,2.10009372103401e-15
"397","210796_x_at","pheno$hasCancer",-1.23737475289094,-11.5665834772376,9.92637419929765e-17,27.7725908858075,2.11260168369579e-15
"398","222187_x_at","pheno$hasCancer",-1.4455265556842,-11.5644282276929,1.0002316528653e-16,27.7650185773386,2.12473263350587e-15
"399","210430_x_at","pheno$hasCancer",-1.007259087783,-11.5420147987993,1.08277235534865e-16,27.686235937181,2.27617135794661e-15
"400","211532_x_at","pheno$hasCancer",-1.09958340796574,-11.5382600141312,1.0972580043074e-16,27.6730317701149,2.30227872975347e-15
"401","220029_at","pheno$hasCancer",-1.01309370765639,-11.5326548545902,1.1192472626824e-16,27.6533172251656,2.34180157317858e-15
"402","206607_at","pheno$hasCancer",-1.01475780210677,-11.5222520686398,1.16124433491111e-16,27.6167179172338,2.40931168666893e-15
"403","217029_at","pheno$hasCancer",-1.2170954519554,-11.521091121014,1.16602884378737e-16,27.6126326010962,2.41698797452223e-15
"404","205902_at","pheno$hasCancer",-1.0527246260354,-11.5128806190837,1.20043918702392e-16,27.5837354183148,2.47221685808263e-15
"405","207978_s_at","pheno$hasCancer",-1.15304478199519,-11.5009012174869,1.25249369178987e-16,27.5415582370525,2.56048779212419e-15
"406","208120_x_at","pheno$hasCancer",-1.84390103759762,-11.4913652267645,1.29555611997941e-16,27.5079709451302,2.63402162604937e-15
"407","217397_at","pheno$hasCancer",-1.00061912131632,-11.4756790533267,1.36966947594306e-16,27.4526968799541,2.77205676043953e-15
"408","205151_s_at","pheno$hasCancer",-1.04087475247915,-11.4726458232659,1.38448746226833e-16,27.442004989802,2.79174560095749e-15
"409","210925_at","pheno$hasCancer",-1.08424529312287,-11.4724961687731,1.38522273343223e-16,27.4414774399668,2.79174560095749e-15
"410","217637_at","pheno$hasCancer",-1.02199830270351,-11.4694856800504,1.40009768042139e-16,27.4308645135788,2.81319897320377e-15
"411","207251_at","pheno$hasCancer",-1.1458040971658,-11.4666503910711,1.41425443664218e-16,27.4208681825078,2.83652849790257e-15
"412","213615_at","pheno$hasCancer",-1.04070666283205,-11.4584237973135,1.45615388100082e-16,27.3918581138098,2.89968515910109e-15
"413","216056_at","pheno$hasCancer",-1.02016918658071,-11.4556486495329,1.47056915303697e-16,27.3820699840834,2.9257761104574e-15
"414","220463_at","pheno$hasCancer",-1.05092596444608,-11.449697995506,1.50196703081716e-16,27.3610783813768,2.96968334939651e-15
"415","222083_at","pheno$hasCancer",-1.06215957023093,-11.4425926693022,1.54034553872017e-16,27.3360077337566,3.03211304234112e-15
"416","216787_at","pheno$hasCancer",-1.07569245811949,-11.43125973243,1.60361935583522e-16,27.2960071802131,3.14174562493994e-15
"417","207423_s_at","pheno$hasCancer",-1.04329864970473,-11.428168044701,1.6213320987754e-16,27.2850920189885,3.16913536465019e-15
"418","213933_at","pheno$hasCancer",-1.25191305347017,-11.4237452753651,1.64701485118686e-16,27.2694754145071,3.19968892144698e-15
"419","31637_s_at","pheno$hasCancer",-1.11588930005453,-11.4153685872333,1.69678920638279e-16,27.2398909954753,3.27639115128491e-15
